question_id,topic,claim_summary,reference_in_question,authoritative_source,status,risk_level,proposed_fix
TX-ROW-0120,RIGHT_OF_WAY,You are turning right at a red light (where permitted). A vehicle to your left is turning left onto the same road with a green arrow. Who has the right-of-way? → The vehicle with the green left turn a,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0001,SAFE_DRIVING,What is the most important defensive driving technique? → Maintaining a space cushion around your vehicle,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0002,SAFE_DRIVING,How often should you check your mirrors while driving? → Every 5-8 seconds,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0003,SAFE_DRIVING,What is the minimum recommended following distance in good conditions? → 3 seconds,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0004,SAFE_DRIVING,How far ahead should you scan the road while driving on a highway? → 12-15 seconds ahead,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0005,SAFE_DRIVING,"When should you check your blind spots? → Before changing lanes, turning, or backing up",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0006,SAFE_DRIVING,"What does 'aim high in steering' mean in defensive driving? → Look far down the road, not just at the vehicle ahead",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0007,SAFE_DRIVING,What should you do when encountering an aggressive driver? → Let them pass and maintain a safe distance,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0008,SAFE_DRIVING,What is the safest way to handle a cell phone call while driving? → Pull over safely before answering,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0009,SAFE_DRIVING,What does 'leave yourself an out' mean in defensive driving? → Always have an escape route if trouble develops,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0010,SAFE_DRIVING,"When should you increase your following distance beyond 3 seconds? → In rain, fog, or poor visibility conditions",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0011,SAFE_DRIVING,What is the main purpose of the 'Smith System' of defensive driving? → To organize driver behavior for early hazard recognition,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0012,SAFE_DRIVING,"What should you watch for to predict another driver's actions? → Brake lights, turn signals, and head movements",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0013,SAFE_DRIVING,"What does 'keep your eyes moving' mean in defensive driving? → Continuously scan mirrors, gauges, and ahead rather than fixating",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0014,SAFE_DRIVING,When should you yield even if you have the right-of-way? → When necessary to avoid a collision,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0015,SAFE_DRIVING,"How can you make sure other drivers see you? → Use signals, horn, and lights to communicate your presence",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0016,SAFE_DRIVING,What is the safest position when stopped behind another vehicle at a traffic light? → Far enough back to see the rear tires of the vehicle ahead,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0017,SAFE_DRIVING,What should you do if you realize you're about to miss your exit on a highway? → Continue to the next exit and turn around,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0018,SAFE_DRIVING,What is the best strategy for driving in heavy traffic? → Maintain steady speed and avoid unnecessary lane changes,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0019,SAFE_DRIVING,What is the primary cause of rear-end collisions? → Following too closely for conditions,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0020,SAFE_DRIVING,What should you do when you see a vehicle preparing to enter your lane? → Adjust speed or position to create space for them,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0021,SAFE_DRIVING,How should you position your hands to maintain best control while driving? → At 9 and 3 o'clock or 8 and 4 o'clock positions,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0022,SAFE_DRIVING,What is the best way to handle distractions inside your vehicle? → Address them before driving or pull over safely,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0023,SAFE_DRIVING,"When is it acceptable to drive in another vehicle's blind spot? → Never, always move ahead or drop back",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0024,SAFE_DRIVING,What should you do when approaching an intersection with a green light? → Check for vehicles running the red light before entering,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0025,SAFE_DRIVING,"What is the main benefit of smooth, gradual steering and braking? → Maintains vehicle stability and gives you more control",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0026,SAFE_DRIVING,What is the legal blood alcohol concentration (BAC) limit for drivers 21 and over in Texas? → 0.08%,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0027,SAFE_DRIVING,What is the BAC limit for drivers under 21 years old in Texas? → Any detectable amount,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0028,SAFE_DRIVING,When does alcohol impairment begin? → With the first drink,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0029,SAFE_DRIVING,What is the approximate rate at which the body eliminates alcohol? → One standard drink per hour,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0030,SAFE_DRIVING,"Which abilities are most affected by alcohol consumption? → Judgment, reaction time, and coordination",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0031,SAFE_DRIVING,"What is the safest choice if you've been drinking? → Use a designated driver, taxi, or rideshare service",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0032,SAFE_DRIVING,What is the BAC limit for commercial drivers in Texas? → 0.04%,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0033,SAFE_DRIVING,"Can prescription medications impair driving ability? → Yes, many prescriptions can cause drowsiness or impairment",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0034,SAFE_DRIVING,What happens when alcohol is combined with other drugs? → The combined effect is greater than either substance alone,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0035,SAFE_DRIVING,"What are warning signs of drowsy driving? → Yawning, heavy eyelids, drifting from lane, and missing exits",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0036,SAFE_DRIVING,How often should you take breaks on a long trip? → Every 2 hours or 100 miles,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0037,SAFE_DRIVING,What is the only cure for drowsiness while driving? → Sleep,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0038,SAFE_DRIVING,How long should a power nap be if you're drowsy while driving? → 15-20 minutes,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0039,SAFE_DRIVING,"Can over-the-counter medications impair driving? → Yes, many cause drowsiness or reduced alertness",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0040,SAFE_DRIVING,"Why is drowsy driving as dangerous as drunk driving? → It impairs reaction time, judgment, and can cause microsleeps",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0041,SAFE_DRIVING,What should you do if you start feeling drowsy while driving? → Find a safe place to pull over and rest or sleep,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0042,SAFE_DRIVING,Which illegal drugs can impair driving ability? → All illegal drugs can impair driving,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0043,SAFE_DRIVING,What should you check before taking any medication and driving? → Read labels and ask your doctor or pharmacist about driving effects,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0044,SAFE_DRIVING,What is the greatest danger of driving after drinking small amounts of alcohol? → Impaired judgment may lead to poor decisions,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0045,SAFE_DRIVING,"What time of day are you most at risk for drowsy driving? → Late night and early morning hours, especially 2-6 AM",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0046,SAFE_DRIVING,What should you do when it starts raining? → Reduce speed and increase following distance,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0047,SAFE_DRIVING,Why are roads most slippery during the first few minutes of rain? → Rain mixes with oil and dust to create a slick film,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0048,SAFE_DRIVING,How much should you increase your following distance in rain? → Double it to at least 6 seconds,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0049,SAFE_DRIVING,What is hydroplaning? → When tires lose contact with the road due to water,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0050,SAFE_DRIVING,What should you do if your vehicle starts hydroplaning? → Ease off the gas and steer straight until you regain traction,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0051,SAFE_DRIVING,What type of headlights should you use in fog? → Low beams,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0052,SAFE_DRIVING,"What should you do when driving in fog? → Slow down, use low beams, and increase following distance",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0053,SAFE_DRIVING,How should you adjust your speed on icy roads? → Reduce speed drastically and increase following distance to 9+ seconds,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0054,SAFE_DRIVING,"What is the best technique for driving on ice or snow? → Use gentle, smooth steering and braking inputs",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0055,SAFE_DRIVING,When must you use headlights in Texas? → From 30 minutes after sunset to 30 minutes before sunrise,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0056,SAFE_DRIVING,"When should you use high beams, and when should you dim them? → Use high beams in rural areas, dim within 500 feet of oncoming traffic",DL-7: Safe Driving Practices,"TX Transportation Code §547.333 — 500ft oncoming, 300ft following",REVIEW,P2,Answer is correct for oncoming traffic but incomplete. Add that you must also dim within 300 feet when following another vehicle (§547.333).
TX-SAF-0057,SAFE_DRIVING,Why should you reduce speed when driving at night? → Your headlights don't illuminate as far as you can see during the day,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0058,SAFE_DRIVING,"What additional hazards should you watch for at night? → Pedestrians, cyclists, and animals that are harder to see",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0059,SAFE_DRIVING,"What should you do when experiencing sun glare? → Use sun visor, wear sunglasses, and slow down",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0060,SAFE_DRIVING,"What factors contribute to hydroplaning? → Speed, tire tread depth, and water depth on the road",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0061,SAFE_DRIVING,When should you use headlights during rain in Texas? → Anytime you need windshield wipers,DL-7: Safe Driving Practices,TX Transportation Code §547.302,FAIL,P0,"Change answer to: 'When visibility is reduced to less than 1,000 feet'. Texas does NOT tie headlight use to wiper use. §547.302 requires headlights when atmospheric conditions reduce visibility below 1,000 feet."
TX-SAF-0062,SAFE_DRIVING,Why is black ice particularly dangerous? → It's nearly invisible on the road surface,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0063,SAFE_DRIVING,What should you avoid during rain to prevent hydroplaning? → Sudden braking or steering and high speeds,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0064,SAFE_DRIVING,"Where is ice most likely to form on roads? → On bridges, overpasses, and shaded areas",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0065,SAFE_DRIVING,What is the main purpose of windshield wipers? → To maintain clear visibility through the windshield,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0066,SAFE_DRIVING,What is the minimum tire tread depth required in Texas? → 2/32 of an inch,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0067,SAFE_DRIVING,"How can you check tire tread depth using a penny? → Insert penny with Lincoln's head down; if you see his full head, tires are worn",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0068,SAFE_DRIVING,How often should you check tire pressure? → At least once a month,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0069,SAFE_DRIVING,"What are signs that your brakes need service? → Grinding noise, pulling to one side, or soft brake pedal",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0070,SAFE_DRIVING,Why is it important to keep all vehicle lights working? → They help you see and help others see you,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0071,SAFE_DRIVING,When should you adjust your mirrors? → Before you start driving,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0072,SAFE_DRIVING,What should you do if your windshield wipers are leaving streaks or missing spots? → Replace the wiper blades,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0073,SAFE_DRIVING,"How often should tires be rotated? → Every 5,000-7,500 miles",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0074,SAFE_DRIVING,Why should you never ignore dashboard warning lights? → They indicate problems that could affect vehicle safety or cause damage,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0075,SAFE_DRIVING,"What fluids should be checked regularly in your vehicle? → Engine oil, coolant, brake fluid, power steering fluid, and windshield washer fluid",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0076,SAFE_DRIVING,"What can happen if you drive on severely worn tires? → Increased risk of blowouts, hydroplaning, and reduced traction",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0077,SAFE_DRIVING,"What should you check on tires besides tread depth? → Pressure, uneven wear patterns, and sidewall damage",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0078,SAFE_DRIVING,Why should you keep your windshield clean both inside and out? → To maintain maximum visibility in all conditions,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0079,SAFE_DRIVING,What is the main benefit of regular vehicle maintenance? → Prevents breakdowns and ensures all safety systems work properly,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0080,SAFE_DRIVING,What is the purpose of checking tire pressure with a gauge rather than visual inspection? → Tires can be significantly under-inflated without looking flat,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0081,SAFE_DRIVING,Who must wear seatbelts in Texas? → All vehicle occupants,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0082,SAFE_DRIVING,How much do seatbelts reduce the risk of death in a crash? → By about 45%,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0083,SAFE_DRIVING,"How should you wear your seatbelt correctly? → Lap belt across hips, shoulder belt across chest and shoulder",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0084,SAFE_DRIVING,Until what age or height must children use booster seats in Texas? → Age 8 or 4 feet 9 inches tall,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0085,SAFE_DRIVING,Where is the safest place for children under 13 to ride? → In the back seat,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0086,SAFE_DRIVING,How far should you sit from the steering wheel to allow for safe airbag deployment? → At least 10 inches,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0087,SAFE_DRIVING,"Do airbags replace the need for seatbelts? → No, airbags are designed to work with seatbelts, not replace them",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0088,SAFE_DRIVING,"How should pregnant women wear seatbelts? → Lap belt below the belly, shoulder belt between breasts",DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0089,SAFE_DRIVING,When should rear-facing child safety seats be turned to face forward? → After age 2 or when child exceeds seat's height/weight limits,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SAF-0090,SAFE_DRIVING,Why should you never place a rear-facing child seat in front of an active airbag? → Airbag deployment can cause severe injury or death to the child,DL-7: Safe Driving Practices,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0001,SIGNS,What shape is a STOP sign? → Octagon (8 sides),DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0002,SIGNS,What does a YIELD sign indicate? → Slow down and give right-of-way to other traffic,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0003,SIGNS,What is the shape of a YIELD sign? → Downward-pointing triangle,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0004,SIGNS,What does this speed limit sign indicate? → The maximum legal speed is 65 mph,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0005,SIGNS,What must you do when you see a DO NOT ENTER sign? → Do not proceed in that direction,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0006,SIGNS,"If you see a WRONG WAY sign, you should: → Immediately pull over safely and turn around",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0007,SIGNS,What does a NO LEFT TURN sign prohibit? → Making a left turn at that location,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0008,SIGNS,"When you see a NO RIGHT TURN sign at an intersection, you must: → Not turn right at that location",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0009,SIGNS,What does a NO U-TURN sign indicate? → U-turns are prohibited at this location,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0010,SIGNS,What does a NO PARKING ANYTIME sign mean? → Parking is never permitted at this location,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0011,SIGNS,"When you see a ONE WAY sign, you must: → Travel only in the direction indicated",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0012,SIGNS,What does a DO NOT PASS sign indicate? → Passing is prohibited in this zone,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0013,SIGNS,What does this sign indicate about railroad crossings? → A railroad crossing is ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0014,SIGNS,What does a NO TRUCKS sign typically prohibit? → Commercial vehicles above a certain weight,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0015,SIGNS,What does a KEEP RIGHT sign require you to do? → Stay to the right of an obstruction or divider,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0016,SIGNS,What does a LEFT TURN ONLY sign indicate? → Vehicles in this lane must turn left,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0017,SIGNS,"If you are in a lane marked with a RIGHT TURN ONLY sign, you must: → Turn right from that lane",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0018,SIGNS,What is the penalty for parking in a space marked with a HANDICAPPED PARKING sign without proper authorization? → Substantial fine and possible towing,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0019,SIGNS,"At a STOP sign, you must stop: → Before the stop line, crosswalk, or intersection",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0020,SIGNS,What color are most regulatory signs? → White background with black or red symbols,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0021,SIGNS,"If a speed limit sign shows 70 mph, but weather conditions are poor, you should: → Drive slower than the posted limit based on conditions",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0022,SIGNS,What is the typical speed limit in school zones when children are present? → 20 mph,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0023,SIGNS,A red circle with a red slash over a black symbol on a white background indicates: → A prohibited action,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0024,SIGNS,What is the minimum speed you should drive on a road with a 65 mph speed limit in Texas? → There is no minimum unless posted separately,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0025,SIGNS,"Where are you most likely to see a NO PARKING sign? → Near fire hydrants, intersections, or driveways",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0026,SIGNS,Which sign would you expect to see at the entrance ramp to a highway going the wrong direction? → Both DO NOT ENTER and WRONG WAY signs,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0027,SIGNS,A residential street with a speed limit of 30 mph means: → 30 mph is the maximum legal speed,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0028,SIGNS,"If you encounter both a YIELD sign and a stopped school bus with flashing red lights, which takes priority? → The school bus - you must stop",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0029,SIGNS,"At an intersection with a STOP sign and a malfunctioning traffic signal, how should you proceed? → Treat it as a four-way stop if multiple approaches have signals",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0030,SIGNS,What does it mean if a NO PARKING sign has an arrow pointing right? → No parking from the sign onward in that direction,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0031,SIGNS,"At a railroad crossing with both signals and a STOP sign, when must you stop? → When signals are flashing or a train is approaching",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0032,SIGNS,What does a diamond-shaped sign typically indicate? → A warning of road conditions ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0033,SIGNS,What does a CURVE RIGHT warning sign indicate? → The road curves to the right ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0034,SIGNS,"When you see a CURVE LEFT sign, you should: → Slow down before entering the curve",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0035,SIGNS,What does a WINDING ROAD sign warn you about? → A series of curves ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0036,SIGNS,What does a SIDE ROAD warning sign indicate? → Another road intersects from the side,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0037,SIGNS,What type of intersection does a Y-INTERSECTION warning sign indicate? → The road splits into two roads ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0038,SIGNS,A T-INTERSECTION warning sign means: → The road ends ahead at a cross street,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0039,SIGNS,What does a MERGE warning sign indicate? → Traffic from another road is entering your lane,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0040,SIGNS,A LANE ENDS MERGE sign indicates: → Your lane will end and you must merge into the adjacent lane,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0041,SIGNS,What does a HILL warning sign indicate? → A steep grade or hill is ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0042,SIGNS,What does a PEDESTRIAN CROSSING warning sign mean? → Watch for pedestrians crossing the road,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0043,SIGNS,A BICYCLE CROSSING warning sign indicates: → Watch for bicycles crossing the roadway,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0044,SIGNS,What does a TRUCK CROSSING warning sign indicate? → Large trucks frequently cross or enter the roadway,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0045,SIGNS,A FARM EQUIPMENT warning sign is most likely to be found: → In rural areas where slow-moving farm vehicles use the road,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0046,SIGNS,What does a SCHOOL CROSSING warning sign indicate? → Children may be crossing the road near a school,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0047,SIGNS,What does a SLIPPERY WHEN WET warning sign mean? → The road surface becomes slippery in wet conditions,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0048,SIGNS,What does a ROAD CONSTRUCTION warning sign indicate? → Workers and equipment may be on or near the roadway,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0049,SIGNS,A FLAGGER AHEAD sign warns that: → A person will be directing traffic ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0050,SIGNS,What color are warning signs typically? → Yellow or orange with black symbols,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
